stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000254719	9606.ENSP00000368458	RPA1	PCNA	9606	0.982	0.0	0.0	0.0	0.4	0.854	0.72	0.377
9606.ENSP00000254719	9606.ENSP00000343741	RPA1	ATR	9606	0.983	0.0	0.0	0.0	0.049	0.925	0.5	0.594
9606.ENSP00000254719	9606.ENSP00000364270	RPA1	XPA	9606	0.984	0.0	0.0	0.0	0.0	0.851	0.5	0.807
9606.ENSP00000254719	9606.ENSP00000311360	RPA1	RAD9A	9606	0.985	0.0	0.0	0.0	0.106	0.723	0.5	0.899
9606.ENSP00000254719	9606.ENSP00000472445	RPA1	POLD1	9606	0.989	0.0	0.0	0.0	0.336	0.619	0.9	0.648
9606.ENSP00000254719	9606.ENSP00000362131	RPA1	RPA4	9606	0.996	0.0	0.0	0.0	0.295	0.935	0.9	0.345
9606.ENSP00000254719	9606.ENSP00000349823	RPA1	SMARCAL1	9606	0.996	0.0	0.0	0.0	0.088	0.994	0.0	0.4
9606.ENSP00000254719	9606.ENSP00000276533	RPA1	GINS4	9606	0.996	0.0	0.0	0.0	0.299	0.994	0.0	0.145
9606.ENSP00000254719	9606.ENSP00000493712	RPA1	RAD51	9606	0.996	0.061	0.0	0.0	0.338	0.936	0.5	0.837
9606.ENSP00000254719	9606.ENSP00000261881	RPA1	TIPIN	9606	0.997	0.0	0.0	0.0	0.152	0.995	0.0	0.349
9606.ENSP00000254719	9606.ENSP00000373952	RPA1	FANCA	9606	0.997	0.0	0.0	0.0	0.062	0.994	0.5	0.307
9606.ENSP00000254719	9606.ENSP00000367910	RPA1	FANCG	9606	0.997	0.0	0.0	0.0	0.085	0.994	0.5	0.176
9606.ENSP00000254719	9606.ENSP00000464357	RPA1	CENPX	9606	0.997	0.0	0.0	0.0	0.062	0.995	0.5	0.18
9606.ENSP00000254719	9606.ENSP00000308583	RPA1	CENPS	9606	0.997	0.0	0.0	0.0	0.06	0.994	0.5	0.091
9606.ENSP00000254719	9606.ENSP00000450607	RPA1	TIMELESS	9606	0.997	0.0	0.0	0.0	0.089	0.994	0.0	0.42
9606.ENSP00000254719	9606.ENSP00000351185	RPA1	DNA2	9606	0.997	0.0	0.0	0.0	0.067	0.981	0.5	0.781
9606.ENSP00000254719	9606.ENSP00000321636	RPA1	TOP3A	9606	0.998	0.0	0.0	0.0	0.065	0.994	0.65	0.471
9606.ENSP00000254719	9606.ENSP00000312995	RPA1	CLSPN	9606	0.998	0.0	0.0	0.0	0.122	0.994	0.5	0.439
9606.ENSP00000254719	9606.ENSP00000363017	RPA1	RPA2	9606	0.999	0.0	0.0	0.0	0.392	0.999	0.9	0.998
9606.ENSP00000254719	9606.ENSP00000269305	RPA1	TP53	9606	0.999	0.0	0.0	0.0	0.117	0.982	0.4	0.932
9606.ENSP00000254719	9606.ENSP00000347232	RPA1	BLM	9606	0.999	0.0	0.0	0.0	0.109	0.998	0.65	0.649
9606.ENSP00000254719	9606.ENSP00000317039	RPA1	RMI1	9606	0.999	0.0	0.0	0.0	0.067	0.994	0.65	0.682
9606.ENSP00000254719	9606.ENSP00000351284	RPA1	RAD52	9606	0.999	0.0	0.0	0.0	0.0	0.998	0.5	0.667
9606.ENSP00000254719	9606.ENSP00000323099	RPA1	ATRIP	9606	0.999	0.0	0.0	0.0	0.049	0.893	0.5	0.983
9606.ENSP00000254719	9606.ENSP00000298139	RPA1	WRN	9606	0.999	0.0	0.0	0.0	0.063	0.996	0.5	0.748
9606.ENSP00000254719	9606.ENSP00000267430	RPA1	FANCM	9606	0.999	0.0	0.0	0.0	0.0	0.999	0.5	0.5
9606.ENSP00000254942	9606.ENSP00000376952	TERF2	EME1	9606	0.706	0.0	0.0	0.0	0.0	0.098	0.0	0.687
9606.ENSP00000254942	9606.ENSP00000351185	TERF2	DNA2	9606	0.757	0.0	0.0	0.0	0.0	0.098	0.5	0.505
9606.ENSP00000254942	9606.ENSP00000365588	TERF2	MDC1	9606	0.772	0.0	0.0	0.0	0.054	0.439	0.0	0.605
9606.ENSP00000254942	9606.ENSP00000307853	TERF2	MUS81	9606	0.809	0.0	0.0	0.0	0.072	0.292	0.0	0.733
9606.ENSP00000254942	9606.ENSP00000371475	TERF2	TP53BP1	9606	0.811	0.0	0.0	0.0	0.067	0.472	0.0	0.647
9606.ENSP00000254942	9606.ENSP00000278616	TERF2	ATM	9606	0.814	0.0	0.0	0.0	0.049	0.292	0.0	0.747
9606.ENSP00000254942	9606.ENSP00000305480	TERF2	FEN1	9606	0.84	0.0	0.0	0.0	0.067	0.237	0.4	0.67
9606.ENSP00000254942	9606.ENSP00000434024	TERF2	H2AX	9606	0.899	0.0	0.0	0.0	0.042	0.572	0.5	0.566
9606.ENSP00000254942	9606.ENSP00000347232	TERF2	BLM	9606	0.899	0.0	0.0	0.0	0.058	0.623	0.4	0.582
9606.ENSP00000254942	9606.ENSP00000298139	TERF2	WRN	9606	0.918	0.0	0.0	0.0	0.062	0.51	0.4	0.739
9606.ENSP00000254942	9606.ENSP00000368100	TERF2	RAD50	9606	0.926	0.0	0.0	0.0	0.056	0.832	0.5	0.18
9606.ENSP00000254942	9606.ENSP00000375978	TERF2	XRCC5	9606	0.93	0.0	0.0	0.0	0.068	0.513	0.72	0.518
9606.ENSP00000254942	9606.ENSP00000418960	TERF2	BRCA1	9606	0.935	0.0	0.0	0.0	0.06	0.743	0.5	0.531
9606.ENSP00000254942	9606.ENSP00000325863	TERF2	MRE11	9606	0.949	0.0	0.0	0.0	0.083	0.836	0.5	0.411
9606.ENSP00000254942	9606.ENSP00000352257	TERF2	XRCC6	9606	0.973	0.0	0.0	0.0	0.083	0.777	0.72	0.597
9606.ENSP00000254942	9606.ENSP00000265433	TERF2	NBN	9606	0.993	0.0	0.0	0.0	0.092	0.982	0.5	0.323
9606.ENSP00000254942	9606.ENSP00000294008	TERF2	SLX4	9606	0.996	0.0	0.0	0.0	0.095	0.983	0.0	0.809
9606.ENSP00000255465	9606.ENSP00000434024	CCNA1	H2AX	9606	0.703	0.0	0.0	0.0	0.045	0.0	0.5	0.428
9606.ENSP00000255465	9606.ENSP00000391090	CCNA1	CHEK1	9606	0.721	0.0	0.0	0.0	0.165	0.0	0.0	0.679
9606.ENSP00000255465	9606.ENSP00000382628	CCNA1	RBBP8	9606	0.724	0.0	0.0	0.0	0.123	0.0	0.5	0.422
9606.ENSP00000255465	9606.ENSP00000480987	CCNA1	MCM3	9606	0.749	0.0	0.007	0.0	0.21	0.072	0.4	0.497
9606.ENSP00000255465	9606.ENSP00000371475	CCNA1	TP53BP1	9606	0.753	0.0	0.0	0.0	0.042	0.0	0.5	0.527
9606.ENSP00000255465	9606.ENSP00000418960	CCNA1	BRCA1	9606	0.779	0.0	0.0	0.0	0.103	0.0	0.5	0.548
9606.ENSP00000255465	9606.ENSP00000278616	CCNA1	ATM	9606	0.81	0.0	0.0	0.0	0.0	0.0	0.5	0.636
9606.ENSP00000255465	9606.ENSP00000429089	CCNA1	CCNE2	9606	0.821	0.0	0.0	0.118	0.198	0.176	0.4	0.568
9606.ENSP00000255465	9606.ENSP00000360623	CCNA1	ORC1	9606	0.879	0.0	0.0	0.0	0.401	0.314	0.4	0.57
9606.ENSP00000255465	9606.ENSP00000262643	CCNA1	CCNE1	9606	0.907	0.0	0.0	0.0	0.196	0.176	0.4	0.793
9606.ENSP00000255465	9606.ENSP00000307288	CCNA1	MCM7	9606	0.913	0.0	0.018	0.0	0.585	0.0	0.4	0.681
9606.ENSP00000255465	9606.ENSP00000303706	CCNA1	CDC25A	9606	0.913	0.0	0.0	0.0	0.201	0.325	0.5	0.716
9606.ENSP00000255465	9606.ENSP00000264156	CCNA1	MCM6	9606	0.917	0.0	0.078	0.0	0.302	0.656	0.4	0.475
9606.ENSP00000255465	9606.ENSP00000262105	CCNA1	MCM4	9606	0.923	0.0	0.009	0.0	0.291	0.716	0.4	0.44
9606.ENSP00000255465	9606.ENSP00000301019	CCNA1	CDT1	9606	0.961	0.0	0.0	0.0	0.336	0.698	0.4	0.718
9606.ENSP00000255465	9606.ENSP00000269305	CCNA1	TP53	9606	0.974	0.0	0.0	0.0	0.074	0.0	0.5	0.948
9606.ENSP00000255465	9606.ENSP00000481380	CCNA1	CCNA2	9606	0.977	0.0	0.0	0.069	0.044	0.62	0.9	0.438
9606.ENSP00000255465	9606.ENSP00000257904	CCNA1	CDK4	9606	0.988	0.0	0.0	0.0	0.292	0.288	0.0	0.978
9606.ENSP00000255465	9606.ENSP00000265734	CCNA1	CDK6	9606	0.993	0.0	0.0	0.0	0.292	0.288	0.0	0.987
9606.ENSP00000255465	9606.ENSP00000267163	CCNA1	RB1	9606	0.995	0.0	0.0	0.0	0.14	0.51	0.9	0.907
9606.ENSP00000255465	9606.ENSP00000384849	CCNA1	CDKN1A	9606	0.999	0.0	0.0	0.0	0.042	0.894	0.9	0.995
9606.ENSP00000255465	9606.ENSP00000274255	CCNA1	SKP2	9606	0.999	0.0	0.0	0.0	0.135	0.735	0.5	0.996
9606.ENSP00000255465	9606.ENSP00000266970	CCNA1	CDK2	9606	0.999	0.0	0.0	0.0	0.292	0.942	0.9	0.999
9606.ENSP00000255465	9606.ENSP00000378699	CCNA1	CDK1	9606	0.999	0.0	0.0	0.0	0.297	0.803	0.9	0.998
9606.ENSP00000255465	9606.ENSP00000345571	CCNA1	E2F1	9606	0.999	0.0	0.0	0.0	0.107	0.545	0.9	0.984
9606.ENSP00000257789	9606.ENSP00000429089	ORC3	CCNE2	9606	0.707	0.0	0.0	0.0	0.056	0.62	0.0	0.249
9606.ENSP00000257789	9606.ENSP00000265465	ORC3	POLA2	9606	0.724	0.0	0.0	0.0	0.249	0.07	0.5	0.304
9606.ENSP00000257789	9606.ENSP00000276533	ORC3	GINS4	9606	0.785	0.0	0.0	0.0	0.067	0.0	0.54	0.54
9606.ENSP00000257789	9606.ENSP00000401018	ORC3	GINS3	9606	0.792	0.0	0.0	0.0	0.055	0.0	0.54	0.561
9606.ENSP00000257789	9606.ENSP00000303706	ORC3	CDC25A	9606	0.793	0.0	0.0	0.0	0.047	0.782	0.0	0.087
9606.ENSP00000257789	9606.ENSP00000393139	ORC3	CDC7	9606	0.801	0.0	0.0	0.0	0.102	0.126	0.5	0.554
9606.ENSP00000257789	9606.ENSP00000368164	ORC3	MCM8	9606	0.819	0.0	0.0	0.0	0.114	0.309	0.5	0.478
9606.ENSP00000257789	9606.ENSP00000265728	ORC3	DBF4	9606	0.866	0.0	0.0	0.0	0.075	0.144	0.5	0.703
9606.ENSP00000257789	9606.ENSP00000314505	ORC3	MCM9	9606	0.915	0.0	0.0	0.0	0.094	0.843	0.0	0.452
9606.ENSP00000257789	9606.ENSP00000418268	ORC3	MCM10	9606	0.938	0.0	0.0	0.0	0.115	0.71	0.5	0.576
9606.ENSP00000257789	9606.ENSP00000264156	ORC3	MCM6	9606	0.951	0.0	0.0	0.0	0.218	0.507	0.65	0.68
9606.ENSP00000257789	9606.ENSP00000405726	ORC3	CDC45	9606	0.969	0.0	0.0	0.0	0.083	0.783	0.54	0.709
9606.ENSP00000257789	9606.ENSP00000480987	ORC3	MCM3	9606	0.973	0.0	0.0	0.0	0.19	0.552	0.65	0.813
9606.ENSP00000257789	9606.ENSP00000262105	ORC3	MCM4	9606	0.99	0.0	0.0	0.0	0.127	0.905	0.65	0.709
9606.ENSP00000257789	9606.ENSP00000307288	ORC3	MCM7	9606	0.991	0.0	0.0	0.0	0.172	0.93	0.65	0.621
9606.ENSP00000257789	9606.ENSP00000265056	ORC3	MCM2	9606	0.993	0.0	0.0	0.0	0.181	0.964	0.65	0.43
9606.ENSP00000257789	9606.ENSP00000301019	ORC3	CDT1	9606	0.998	0.0	0.0	0.0	0.047	0.964	0.8	0.821
9606.ENSP00000257789	9606.ENSP00000360623	ORC3	ORC1	9606	0.999	0.0	0.0	0.0	0.114	0.997	0.9	0.679
9606.ENSP00000257789	9606.ENSP00000297431	ORC3	ORC5	9606	0.999	0.0	0.0	0.0	0.508	0.997	0.9	0.997
9606.ENSP00000257789	9606.ENSP00000441953	ORC3	ORC4	9606	0.999	0.0	0.0	0.0	0.188	0.997	0.9	0.996
9606.ENSP00000257904	9606.ENSP00000363017	CDK4	RPA2	9606	0.7	0.0	0.0	0.0	0.163	0.252	0.5	0.153
9606.ENSP00000257904	9606.ENSP00000336701	CDK4	RAD51C	9606	0.704	0.0	0.0	0.0	0.142	0.068	0.4	0.456
9606.ENSP00000257904	9606.ENSP00000301019	CDK4	CDT1	9606	0.707	0.0	0.0	0.0	0.194	0.33	0.0	0.5
9606.ENSP00000257904	9606.ENSP00000480987	CDK4	MCM3	9606	0.709	0.0	0.0	0.0	0.436	0.132	0.0	0.453
9606.ENSP00000257904	9606.ENSP00000264156	CDK4	MCM6	9606	0.739	0.0	0.0	0.0	0.331	0.0	0.0	0.625
9606.ENSP00000257904	9606.ENSP00000434024	CDK4	H2AX	9606	0.742	0.0	0.0	0.0	0.159	0.071	0.5	0.418
9606.ENSP00000257904	9606.ENSP00000405726	CDK4	CDC45	9606	0.745	0.0	0.0	0.0	0.313	0.0	0.0	0.645
9606.ENSP00000257904	9606.ENSP00000355759	CDK4	PARP1	9606	0.756	0.0	0.0	0.0	0.194	0.0	0.0	0.709
9606.ENSP00000257904	9606.ENSP00000321636	CDK4	TOP3A	9606	0.832	0.0	0.0	0.0	0.043	0.067	0.8	0.172
9606.ENSP00000257904	9606.ENSP00000347232	CDK4	BLM	9606	0.846	0.0	0.0	0.0	0.085	0.13	0.8	0.15
9606.ENSP00000257904	9606.ENSP00000265056	CDK4	MCM2	9606	0.855	0.0	0.0	0.0	0.274	0.692	0.0	0.405
9606.ENSP00000257904	9606.ENSP00000274255	CDK4	SKP2	9606	0.878	0.0	0.0	0.0	0.138	0.323	0.5	0.632
9606.ENSP00000257904	9606.ENSP00000307288	CDK4	MCM7	9606	0.878	0.0	0.0	0.0	0.445	0.0	0.0	0.79
9606.ENSP00000257904	9606.ENSP00000393139	CDK4	CDC7	9606	0.883	0.0	0.0	0.0	0.139	0.782	0.0	0.427
9606.ENSP00000257904	9606.ENSP00000493712	CDK4	RAD51	9606	0.913	0.0	0.0	0.0	0.229	0.071	0.8	0.468
9606.ENSP00000257904	9606.ENSP00000278616	CDK4	ATM	9606	0.937	0.0	0.0	0.0	0.0	0.054	0.8	0.696
9606.ENSP00000257904	9606.ENSP00000369497	CDK4	BRCA2	9606	0.943	0.0	0.0	0.0	0.059	0.046	0.8	0.72
9606.ENSP00000257904	9606.ENSP00000345571	CDK4	E2F1	9606	0.958	0.0	0.0	0.0	0.11	0.091	0.5	0.908
9606.ENSP00000257904	9606.ENSP00000269305	CDK4	TP53	9606	0.966	0.0	0.0	0.0	0.117	0.554	0.0	0.922
9606.ENSP00000257904	9606.ENSP00000418960	CDK4	BRCA1	9606	0.972	0.0	0.0	0.0	0.127	0.625	0.8	0.633
9606.ENSP00000257904	9606.ENSP00000303706	CDK4	CDC25A	9606	0.979	0.0	0.0	0.0	0.142	0.304	0.9	0.696
9606.ENSP00000257904	9606.ENSP00000429089	CDK4	CCNE2	9606	0.988	0.0	0.0	0.0	0.07	0.322	0.8	0.922
9606.ENSP00000257904	9606.ENSP00000368458	CDK4	PCNA	9606	0.996	0.0	0.0	0.0	0.387	0.791	0.9	0.781
9606.ENSP00000257904	9606.ENSP00000266970	CDK4	CDK2	9606	0.998	0.0	0.0	0.084	0.138	0.0	0.9	0.983
9606.ENSP00000257904	9606.ENSP00000267163	CDK4	RB1	9606	0.999	0.0	0.0	0.0	0.077	0.994	0.9	0.984
9606.ENSP00000257904	9606.ENSP00000418915	CDK4	CDKN2A	9606	0.999	0.0	0.0	0.0	0.058	0.994	0.9	0.999
9606.ENSP00000257904	9606.ENSP00000481380	CDK4	CCNA2	9606	0.999	0.0	0.002	0.0	0.348	0.995	0.0	0.995
9606.ENSP00000257904	9606.ENSP00000384849	CDK4	CDKN1A	9606	0.999	0.0	0.0	0.0	0.103	0.999	0.9	0.998
9606.ENSP00000257904	9606.ENSP00000265734	CDK4	CDK6	9606	0.999	0.0	0.0	0.055	0.072	0.72	0.9	0.983
9606.ENSP00000257904	9606.ENSP00000262643	CDK4	CCNE1	9606	0.999	0.0	0.0	0.0	0.087	0.995	0.8	0.896
9606.ENSP00000258428	9606.ENSP00000307853	REV1	MUS81	9606	0.727	0.0	0.0	0.0	0.064	0.091	0.0	0.705
9606.ENSP00000258428	9606.ENSP00000351284	REV1	RAD52	9606	0.734	0.0	0.0	0.0	0.064	0.307	0.0	0.623
9606.ENSP00000258428	9606.ENSP00000310842	REV1	FANCI	9606	0.736	0.0	0.0	0.0	0.071	0.292	0.0	0.631
9606.ENSP00000258428	9606.ENSP00000322570	REV1	POLE	9606	0.737	0.0	0.0	0.0	0.074	0.323	0.0	0.615
9606.ENSP00000258428	9606.ENSP00000364270	REV1	XPA	9606	0.74	0.0	0.0	0.0	0.088	0.26	0.0	0.646
9606.ENSP00000258428	9606.ENSP00000369411	REV1	RFC3	9606	0.75	0.042	0.0	0.0	0.101	0.0	0.5	0.489
9606.ENSP00000258428	9606.ENSP00000263274	REV1	LIG1	9606	0.754	0.0	0.0	0.0	0.1	0.0	0.0	0.738
9606.ENSP00000258428	9606.ENSP00000306561	REV1	OGG1	9606	0.806	0.057	0.0	0.0	0.061	0.252	0.0	0.742
9606.ENSP00000258428	9606.ENSP00000287647	REV1	FANCD2	9606	0.835	0.0	0.0	0.0	0.058	0.292	0.0	0.772
9606.ENSP00000258428	9606.ENSP00000480186	REV1	POLD2	9606	0.84	0.0	0.0	0.0	0.067	0.091	0.0	0.827
9606.ENSP00000258428	9606.ENSP00000264926	REV1	RAD18	9606	0.86	0.0	0.0	0.0	0.049	0.128	0.0	0.845
9606.ENSP00000258428	9606.ENSP00000493712	REV1	RAD51	9606	0.867	0.057	0.0	0.0	0.141	0.489	0.0	0.717
9606.ENSP00000258428	9606.ENSP00000383710	REV1	FAAP20	9606	0.895	0.0	0.0	0.0	0.0	0.591	0.0	0.754
9606.ENSP00000258428	9606.ENSP00000359181	REV1	POLL	9606	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.96
9606.ENSP00000258428	9606.ENSP00000368458	REV1	PCNA	9606	0.978	0.0	0.0	0.0	0.072	0.924	0.5	0.445
9606.ENSP00000258428	9606.ENSP00000263681	REV1	POLD3	9606	0.991	0.0	0.0	0.0	0.049	0.96	0.0	0.8
9606.ENSP00000258428	9606.ENSP00000379174	REV1	POLM	9606	0.992	0.0	0.0	0.0	0.049	0.0	0.0	0.992
9606.ENSP00000258428	9606.ENSP00000361310	REV1	POLH	9606	0.997	0.0	0.0	0.109	0.142	0.975	0.5	0.774
9606.ENSP00000258428	9606.ENSP00000351697	REV1	REV3L	9606	0.999	0.0	0.0	0.0	0.168	0.991	0.5	0.999
9606.ENSP00000258774	9606.ENSP00000313420	HUS1	PRKDC	9606	0.701	0.0	0.0	0.0	0.06	0.0	0.0	0.695
9606.ENSP00000258774	9606.ENSP00000336701	HUS1	RAD51C	9606	0.71	0.0	0.0	0.0	0.1	0.1	0.5	0.369
9606.ENSP00000258774	9606.ENSP00000259008	HUS1	BRIP1	9606	0.71	0.0	0.0	0.0	0.083	0.0	0.5	0.419
9606.ENSP00000258774	9606.ENSP00000269305	HUS1	TP53	9606	0.712	0.0	0.0	0.0	0.0	0.0	0.4	0.541
9606.ENSP00000258774	9606.ENSP00000369497	HUS1	BRCA2	9606	0.755	0.0	0.0	0.0	0.049	0.0	0.5	0.527
9606.ENSP00000258774	9606.ENSP00000372023	HUS1	CHEK2	9606	0.758	0.0	0.0	0.0	0.049	0.091	0.0	0.742
9606.ENSP00000258774	9606.ENSP00000263274	HUS1	LIG1	9606	0.76	0.0	0.0	0.0	0.0	0.314	0.0	0.665
9606.ENSP00000258774	9606.ENSP00000405726	HUS1	CDC45	9606	0.76	0.0	0.0	0.0	0.0	0.067	0.0	0.754
9606.ENSP00000258774	9606.ENSP00000351284	HUS1	RAD52	9606	0.764	0.0	0.0	0.0	0.044	0.073	0.5	0.53
9606.ENSP00000258774	9606.ENSP00000347232	HUS1	BLM	9606	0.783	0.0	0.0	0.0	0.049	0.292	0.5	0.432
9606.ENSP00000258774	9606.ENSP00000351185	HUS1	DNA2	9606	0.788	0.0	0.0	0.0	0.0	0.0	0.5	0.593
9606.ENSP00000258774	9606.ENSP00000363017	HUS1	RPA2	9606	0.794	0.0	0.0	0.0	0.067	0.314	0.5	0.434
9606.ENSP00000258774	9606.ENSP00000261881	HUS1	TIPIN	9606	0.796	0.0	0.0	0.0	0.06	0.477	0.0	0.619
9606.ENSP00000258774	9606.ENSP00000365588	HUS1	MDC1	9606	0.801	0.0	0.0	0.0	0.069	0.12	0.0	0.777
9606.ENSP00000258774	9606.ENSP00000375978	HUS1	XRCC5	9606	0.812	0.0	0.0	0.0	0.093	0.0	0.0	0.801
9606.ENSP00000258774	9606.ENSP00000382628	HUS1	RBBP8	9606	0.816	0.0	0.0	0.0	0.049	0.079	0.5	0.631
9606.ENSP00000258774	9606.ENSP00000325863	HUS1	MRE11	9606	0.817	0.0	0.0	0.0	0.139	0.088	0.5	0.589
9606.ENSP00000258774	9606.ENSP00000355506	HUS1	EXO1	9606	0.832	0.0	0.0	0.0	0.11	0.114	0.5	0.624
9606.ENSP00000258774	9606.ENSP00000310520	HUS1	ERCC4	9606	0.837	0.0	0.0	0.0	0.095	0.0	0.4	0.724
9606.ENSP00000258774	9606.ENSP00000265433	HUS1	NBN	9606	0.843	0.0	0.0	0.0	0.121	0.0	0.5	0.673
9606.ENSP00000258774	9606.ENSP00000493712	HUS1	RAD51	9606	0.856	0.0	0.0	0.0	0.053	0.217	0.5	0.657
9606.ENSP00000258774	9606.ENSP00000371475	HUS1	TP53BP1	9606	0.856	0.0	0.0	0.0	0.0	0.582	0.0	0.67
9606.ENSP00000258774	9606.ENSP00000418960	HUS1	BRCA1	9606	0.87	0.0	0.0	0.0	0.049	0.421	0.5	0.585
9606.ENSP00000258774	9606.ENSP00000298139	HUS1	WRN	9606	0.873	0.0	0.0	0.0	0.063	0.292	0.5	0.663
9606.ENSP00000258774	9606.ENSP00000500891	HUS1	MUTYH	9606	0.88	0.0	0.0	0.0	0.049	0.362	0.0	0.818
9606.ENSP00000258774	9606.ENSP00000278616	HUS1	ATM	9606	0.928	0.0	0.0	0.0	0.049	0.108	0.5	0.852
9606.ENSP00000258774	9606.ENSP00000305480	HUS1	FEN1	9606	0.934	0.0	0.0	0.0	0.059	0.67	0.0	0.806
9606.ENSP00000258774	9606.ENSP00000391090	HUS1	CHEK1	9606	0.96	0.0	0.0	0.0	0.053	0.0	0.5	0.924
9606.ENSP00000258774	9606.ENSP00000312995	HUS1	CLSPN	9606	0.96	0.0	0.0	0.0	0.0	0.141	0.0	0.956
9606.ENSP00000258774	9606.ENSP00000369411	HUS1	RFC3	9606	0.972	0.0	0.0	0.0	0.061	0.899	0.5	0.485
9606.ENSP00000258774	9606.ENSP00000323099	HUS1	ATRIP	9606	0.974	0.0	0.0	0.0	0.067	0.0	0.5	0.949
9606.ENSP00000258774	9606.ENSP00000408295	HUS1	RFC5	9606	0.983	0.0	0.0	0.0	0.08	0.939	0.5	0.488
9606.ENSP00000258774	9606.ENSP00000479598	HUS1	RHNO1	9606	0.985	0.0	0.0	0.0	0.049	0.943	0.5	0.527
9606.ENSP00000258774	9606.ENSP00000376272	HUS1	RFC4	9606	0.987	0.0	0.0	0.0	0.108	0.932	0.5	0.643
9606.ENSP00000258774	9606.ENSP00000376440	HUS1	RAD9B	9606	0.991	0.0	0.0	0.0	0.042	0.684	0.8	0.876
9606.ENSP00000258774	9606.ENSP00000343741	HUS1	ATR	9606	0.992	0.0	0.0	0.0	0.163	0.401	0.9	0.871
9606.ENSP00000258774	9606.ENSP00000260810	HUS1	TOPBP1	9606	0.996	0.0	0.0	0.0	0.049	0.363	0.5	0.99
9606.ENSP00000258774	9606.ENSP00000311360	HUS1	RAD9A	9606	0.999	0.0	0.0	0.0	0.0	0.995	0.8	0.999
9606.ENSP00000258774	9606.ENSP00000426191	HUS1	RAD17	9606	0.999	0.0	0.0	0.0	0.093	0.987	0.5	0.992
9606.ENSP00000258774	9606.ENSP00000371469	HUS1	RAD1	9606	0.999	0.0	0.0	0.0	0.107	0.998	0.9	0.953
9606.ENSP00000259008	9606.ENSP00000359181	BRIP1	POLL	9606	0.702	0.0	0.0	0.0	0.0	0.0	0.0	0.702
9606.ENSP00000259008	9606.ENSP00000369335	BRIP1	FBH1	9606	0.713	0.0	0.0	0.0	0.066	0.179	0.0	0.655
9606.ENSP00000259008	9606.ENSP00000370653	BRIP1	GEN1	9606	0.713	0.0	0.0	0.0	0.243	0.101	0.4	0.38
9606.ENSP00000259008	9606.ENSP00000317636	BRIP1	RECQL5	9606	0.716	0.047	0.0	0.0	0.104	0.0	0.0	0.694
9606.ENSP00000259008	9606.ENSP00000353793	BRIP1	WDHD1	9606	0.717	0.0	0.0	0.0	0.445	0.146	0.0	0.452
9606.ENSP00000259008	9606.ENSP00000368100	BRIP1	RAD50	9606	0.723	0.056	0.0	0.0	0.049	0.328	0.5	0.222
9606.ENSP00000259008	9606.ENSP00000376952	BRIP1	EME1	9606	0.728	0.0	0.0	0.0	0.181	0.0	0.5	0.39
9606.ENSP00000259008	9606.ENSP00000333283	BRIP1	FAAP100	9606	0.729	0.0	0.0	0.0	0.0	0.0	0.0	0.729
9606.ENSP00000259008	9606.ENSP00000494957	BRIP1	UBE2T	9606	0.742	0.0	0.0	0.0	0.2	0.051	0.0	0.687
9606.ENSP00000259008	9606.ENSP00000321636	BRIP1	TOP3A	9606	0.749	0.0	0.0	0.0	0.119	0.0	0.5	0.477
9606.ENSP00000259008	9606.ENSP00000310356	BRIP1	RMI2	9606	0.752	0.0	0.0	0.0	0.161	0.0	0.5	0.457
9606.ENSP00000259008	9606.ENSP00000451974	BRIP1	XRCC3	9606	0.753	0.057	0.0	0.0	0.128	0.0	0.5	0.471
9606.ENSP00000259008	9606.ENSP00000419881	BRIP1	RAD51B	9606	0.756	0.057	0.0	0.0	0.1	0.0	0.5	0.493
9606.ENSP00000259008	9606.ENSP00000317039	BRIP1	RMI1	9606	0.757	0.0	0.0	0.0	0.099	0.071	0.5	0.489
9606.ENSP00000259008	9606.ENSP00000466121	BRIP1	FAAP24	9606	0.774	0.0	0.0	0.0	0.067	0.0	0.0	0.768
9606.ENSP00000259008	9606.ENSP00000343741	BRIP1	ATR	9606	0.775	0.0	0.0	0.0	0.104	0.071	0.5	0.524
9606.ENSP00000259008	9606.ENSP00000351284	BRIP1	RAD52	9606	0.794	0.0	0.0	0.0	0.047	0.176	0.5	0.537
9606.ENSP00000259008	9606.ENSP00000472445	BRIP1	POLD1	9606	0.8	0.042	0.0	0.0	0.127	0.071	0.5	0.565
9606.ENSP00000259008	9606.ENSP00000352271	BRIP1	XRCC2	9606	0.804	0.0	0.0	0.0	0.179	0.0	0.5	0.561
9606.ENSP00000259008	9606.ENSP00000311360	BRIP1	RAD9A	9606	0.812	0.0	0.0	0.0	0.078	0.0	0.5	0.624
9606.ENSP00000259008	9606.ENSP00000426191	BRIP1	RAD17	9606	0.815	0.058	0.0	0.0	0.089	0.089	0.5	0.6
9606.ENSP00000259008	9606.ENSP00000310520	BRIP1	ERCC4	9606	0.82	0.0	0.0	0.0	0.123	0.0	0.4	0.685
9606.ENSP00000259008	9606.ENSP00000479598	BRIP1	RHNO1	9606	0.822	0.0	0.0	0.0	0.067	0.0	0.8	0.125
